InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV100271,HEADPH232,Headphones,1,2022-05-31 06:23:48,16.8,C1015,United Kingdom,16.8
INV100272,BAG953,Reusable Bag,1,2022-10-21 20:20:33,23.04,C2441,United Kingdom,23.04
INV100273,NOTE546,Notebook A4,1,2022-03-24 01:32:24,23.47,C1725,USA,23.47
INV100274,NOTE539,Notebook A4,1,2021-10-03 20:57:45,22.49,C2886,United Kingdom,22.49
INV100275,BOOK514,Technical Book,2,2021-08-15 04:11:36,5.9,C2453,Germany,11.8
INV100276,MUG951,Coffee Mug,5,2023-06-19 16:45:05,22.29,C1665,United Kingdom,111.44999999999999
INV100277,NOTE349,Notebook A4,2,2022-06-13 03:51:15,14.29,C1741,United Kingdom,28.58
INV100278,PHONEC991,Phone Charger,2,2020-06-10 14:24:33,26.51,C1820,USA,53.02
INV100279,BAG178,Reusable Bag,5,2021-11-13 06:07:17,16.3,C1695,Spain,81.5
INV100280,PHONEC894,Phone Charger,1,2022-11-10 07:03:35,29.33,C1233,France,29.33
INV100281,MUG249,Coffee Mug,1,2021-04-28 03:44:34,7.22,C2489,United Kingdom,7.22
INV100282,LAMP177,Desk Lamp,1,2020-11-09 23:51:58,35.64,C1355,Spain,35.64
INV100283,HEADPH878,Headphones,1,2022-08-08 20:31:29,34.78,C2582,Germany,34.78
INV100284,LAMP739,Desk Lamp,1,2023-08-09 23:07:49,16.78,C2394,United Kingdom,16.78
INV100285,USB169,Usb Flash Drive,1,2020-11-05 16:00:40,27.37,C2988,United Kingdom,27.37
INV100286,TSHIRT157,Company T-Shirt,1,2021-07-16 21:31:58,2.26,C2293,Netherlands,2.26
INV100287,TSHIRT138,Company T-Shirt,1,2022-08-03 16:27:13,30.0,C1151,United Kingdom,30.0
INV100288,TSHIRT984,Company T-Shirt,1,2020-06-06 23:28:17,36.32,C2703,France,36.32
INV100289,LAMP493,Desk Lamp,2,2023-05-01 18:27:42,52.33,C1184,United Kingdom,104.66
INV100290,PEN767,"Pen, Blue Ink",2,2022-07-10 20:48:48,20.54,C2135,United Kingdom,41.08
INV100291,HEADPH163,Headphones,3,2022-10-23 05:29:33,21.05,C2239,United Kingdom,63.150000000000006
INV100292,USB761,Usb Flash Drive,1,2020-06-21 18:22:12,7.57,C2660,Spain,7.57
INV100293,HEADPH635,Headphones,2,2022-06-18 19:04:50,14.88,C1507,USA,29.76
INV100294,USB518,Usb Flash Drive,2,2021-08-02 14:06:19,16.5,C1745,Canada,33.0
INV100295,LAMP762,Desk Lamp,1,2020-04-17 22:58:11,20.25,C2390,United Kingdom,20.25
INV100296,NOTE390,Notebook A4,3,2023-02-16 14:04:27,25.21,C1675,Australia,75.63
INV100297,LAMP183,Desk Lamp,4,2020-11-03 12:08:14,47.38,C2744,United Kingdom,189.52
INV100298,USB815,Usb Flash Drive,2,2021-09-27 23:53:10,9.0,C1289,Germany,18.0
INV100299,LAMP417,Desk Lamp,3,2023-12-22 03:05:04,20.05,C1264,Canada,60.150000000000006
INV100300,USB195,Usb Flash Drive,1,2020-09-18 19:09:55,16.86,C2317,Belgium,16.86
INV100301,PHONEC471,Phone Charger,2,2022-01-11 00:39:49,35.11,C1867,United Kingdom,70.22
INV100302,BAG296,Reusable Bag,1,2021-11-30 17:42:16,39.0,C2947,United Kingdom,39.0
INV100303,MUG964,Coffee Mug,3,2020-06-07 10:46:10,13.62,C1281,United Kingdom,40.86
INV100304,PHONEC777,Phone Charger,1,2022-12-14 01:22:27,11.63,C2039,United Kingdom,11.63
INV100305,LAMP485,Desk Lamp,2,2020-09-25 21:44:42,18.23,C2569,France,36.46
INV100306,LAMP144,Desk Lamp,2,2020-12-05 15:56:06,30.77,C1370,United Kingdom,61.54
INV100307,BAG391,Reusable Bag,1,2022-06-28 22:13:51,3.93,C2385,United Kingdom,3.93
INV100308,HEADPH344,Headphones,3,2021-04-24 19:26:33,27.86,C2605,France,83.58
INV100309,HEADPH794,Headphones,4,2021-02-01 13:23:33,42.84,C2656,Germany,171.36
INV100310,HEADPH614,Headphones,3,2021-07-31 13:54:12,23.26,C1902,United Kingdom,69.78
INV100311,MUG241,Coffee Mug,6,2021-02-12 22:00:54,19.23,C2978,Canada,115.38
INV100312,HEADPH205,Headphones,1,2022-01-30 20:11:24,48.14,C1106,United Kingdom,48.14
INV100313,NOTE881,Notebook A4,1,2021-08-06 03:03:13,17.73,C2056,USA,17.73
INV100314,PHONEC193,Phone Charger,1,2020-10-28 15:55:40,15.44,C1920,Canada,15.44
INV100315,HEADPH524,Headphones,2,2021-12-16 00:58:15,2.08,C1454,United Kingdom,4.16
INV100316,USB183,Usb Flash Drive,1,2021-04-27 14:03:35,7.38,C2028,United Kingdom,7.38
INV100317,USB443,Usb Flash Drive,3,2020-07-21 23:39:51,43.79,C1057,United Kingdom,131.37
INV100318,PEN812,"Pen, Blue Ink",3,2021-08-10 17:12:05,3.37,C1281,United Kingdom,10.11
INV100319,HEADPH105,Headphones,1,2022-07-07 22:24:14,7.57,C2554,United Kingdom,7.57
INV100320,TSHIRT661,Company T-Shirt,1,2021-03-17 05:26:37,33.72,C1038,Netherlands,33.72
INV100321,PHONEC894,Phone Charger,3,2022-05-16 04:02:53,2.51,C2246,United Kingdom,7.529999999999999
INV100322,NOTE529,Notebook A4,1,2020-04-07 08:40:52,6.76,C1616,United Kingdom,6.76
INV100323,HEADPH956,Headphones,1,2020-05-08 04:02:10,42.52,C2275,United Kingdom,42.52
INV100324,PHONEC627,Phone Charger,1,2020-02-03 23:00:31,16.01,C2222,United Kingdom,16.01
INV100325,MUG101,Coffee Mug,1,2021-08-19 15:37:41,28.37,C2471,Belgium,28.37
INV100326,LAMP780,Desk Lamp,4,2022-05-03 06:49:11,26.03,C1492,United Kingdom,104.12
INV100327,USB657,Usb Flash Drive,2,2020-05-18 19:09:11,25.74,C2072,United Kingdom,51.48
INV100328,PHONEC994,Phone Charger,1,2020-02-11 14:12:57,32.35,C2039,United Kingdom,32.35
INV100329,BOOK865,Technical Book,3,2022-02-03 09:14:06,30.19,C2301,Australia,90.57000000000001
INV100330,NOTE850,Notebook A4,1,2021-12-07 08:46:44,20.41,C2614,United Kingdom,20.41
INV100331,LAMP145,Desk Lamp,3,2021-11-11 04:51:26,18.98,C1212,Spain,56.94
INV100332,MUG812,Coffee Mug,1,2023-11-03 16:54:59,30.33,C1693,United Kingdom,30.33
INV100333,MUG137,Coffee Mug,1,2020-05-09 16:39:48,40.93,C1373,Netherlands,40.93
INV100334,BAG417,Reusable Bag,5,2020-03-26 11:29:25,23.17,C1089,France,115.85000000000001
INV100335,PHONEC137,Phone Charger,3,2022-08-27 09:13:22,21.36,C2669,USA,64.08
INV100336,TSHIRT986,Company T-Shirt,2,2022-01-01 01:44:25,17.9,C1391,United Kingdom,35.8
INV100337,NOTE509,Notebook A4,1,2022-01-23 15:54:32,29.41,C1559,Spain,29.41
INV100338,BOOK608,Technical Book,6,2021-11-25 06:48:06,50.31,C2832,Germany,301.86
INV100339,PHONEC844,Phone Charger,3,2021-06-30 03:00:28,13.41,C1752,Spain,40.230000000000004
INV100340,LAMP400,Desk Lamp,4,2021-01-04 19:51:36,27.06,C1881,Netherlands,108.24
INV100341,USB413,Usb Flash Drive,1,2023-09-15 10:45:50,5.67,C1163,Germany,5.67
INV100342,BOOK459,Technical Book,4,2020-12-07 16:09:43,44.31,C2469,USA,177.24
INV100343,USB381,Usb Flash Drive,5,2023-06-13 15:50:08,33.81,C2488,United Kingdom,169.05
INV100344,PEN515,"Pen, Blue Ink",1,2020-06-02 23:12:40,26.79,C2620,France,26.79
INV100345,MUG969,Coffee Mug,2,2020-03-04 05:11:54,17.93,C2640,Germany,35.86
INV100346,HEADPH168,Headphones,1,2020-03-12 04:35:45,19.89,C2600,United Kingdom,19.89
INV100347,USB680,Usb Flash Drive,1,2022-01-11 13:56:21,14.23,C2321,United Kingdom,14.23
INV100348,HEADPH554,Headphones,4,2022-01-29 13:32:40,30.44,C1314,USA,121.76
INV100349,MUG507,Coffee Mug,3,2022-12-20 13:21:36,8.94,C2175,Germany,26.82
INV100350,BAG853,Reusable Bag,5,2020-08-20 00:56:36,13.25,C1570,France,66.25
INV100351,BOOK368,Technical Book,4,2023-02-24 04:17:15,18.05,C2060,Canada,72.2
INV100352,HEADPH392,Headphones,1,2021-03-15 22:16:39,11.11,C2441,United Kingdom,11.11
INV100353,BAG973,Reusable Bag,1,2020-09-08 04:56:30,10.43,C2005,Spain,10.43
INV100354,HEADPH783,Headphones,1,2020-06-28 11:38:09,17.16,C1353,United Kingdom,17.16
INV100355,PHONEC407,Phone Charger,4,2023-01-15 10:34:18,17.38,C1132,United Kingdom,69.52
INV100356,MUG329,Coffee Mug,2,2022-01-10 18:31:23,13.69,C2457,Netherlands,27.38
INV100357,MUG126,Coffee Mug,1,2021-04-29 17:59:12,15.72,C1411,Australia,15.72
INV100358,USB232,Usb Flash Drive,1,2022-08-15 20:05:05,29.93,C2172,Spain,29.93
INV100359,NOTE834,Notebook A4,1,2021-09-25 14:29:47,12.64,C1176,Netherlands,12.64
INV100360,BOOK175,Technical Book,1,2022-04-18 20:55:53,20.53,C2076,United Kingdom,20.53
INV100361,NOTE796,Notebook A4,3,2022-07-10 16:57:37,8.27,C1649,France,24.81
INV100362,PHONEC286,Phone Charger,2,2023-08-03 21:24:02,2.4,C1262,United Kingdom,4.8
INV100363,BOOK951,Technical Book,1,2022-10-26 02:01:03,32.72,C1264,Canada,32.72
INV100364,TSHIRT430,Company T-Shirt,2,2020-12-03 05:53:49,19.25,C1313,Australia,38.5
INV100365,USB966,Usb Flash Drive,3,2022-11-28 10:20:30,11.47,C1461,Spain,34.410000000000004
INV100366,PHONEC740,Phone Charger,3,2021-07-16 04:33:26,16.82,C1402,France,50.46
INV100367,NOTE272,Notebook A4,1,2022-10-26 23:20:15,33.68,C2092,Spain,33.68
INV100368,MUG739,Coffee Mug,4,2020-12-16 23:59:01,16.9,C2189,Netherlands,67.6
INV100369,USB945,Usb Flash Drive,2,2023-02-28 01:29:59,36.82,C2239,United Kingdom,73.64
INV100370,PEN371,"Pen, Blue Ink",1,2023-08-06 20:59:58,24.93,C1166,United Kingdom,24.93
INV100371,LAMP754,Desk Lamp,3,2022-05-03 22:30:16,2.17,C2570,Germany,6.51
INV100372,PHONEC409,Phone Charger,3,2021-08-16 23:22:16,1.63,C2820,United Kingdom,4.89
INV100373,BOOK174,Technical Book,1,2021-09-01 16:30:46,25.36,C2648,USA,25.36
INV100374,HEADPH575,Headphones,2,2022-05-01 17:37:51,4.43,C1323,United Kingdom,8.86
INV100375,MUG851,Coffee Mug,2,2021-10-02 11:37:33,24.31,C2242,USA,48.62
INV100376,BOOK627,Technical Book,1,2020-09-24 13:29:27,38.7,C1707,USA,38.7
INV100377,BAG373,Reusable Bag,2,2022-08-13 04:27:39,23.91,C1653,Belgium,47.82
INV100378,NOTE493,Notebook A4,1,2020-04-13 10:33:58,15.59,C1288,United Kingdom,15.59
INV100379,BAG691,Reusable Bag,1,2020-11-23 11:55:17,29.08,C1856,United Kingdom,29.08
INV100380,MUG578,Coffee Mug,4,2022-10-17 18:44:26,12.31,C1388,USA,49.24
INV100381,HEADPH502,Headphones,1,2020-02-17 03:16:42,12.23,C1631,Canada,12.23
INV100382,BAG461,Reusable Bag,2,2021-03-16 21:14:20,6.95,C2979,USA,13.9
INV100383,HEADPH788,Headphones,2,2023-05-08 23:49:15,10.98,C1576,United Kingdom,21.96
INV100384,PEN237,"Pen, Blue Ink",2,2020-08-08 15:41:22,22.21,C2099,United Kingdom,44.42
INV100385,USB146,Usb Flash Drive,5,2022-04-05 13:19:24,13.5,C2489,United Kingdom,67.5
INV100386,PHONEC666,Phone Charger,1,2021-02-02 13:11:56,12.01,C2167,France,12.01
INV100387,PHONEC386,Phone Charger,4,2022-07-11 20:01:10,4.35,C1791,Germany,17.4
INV100388,LAMP199,Desk Lamp,1,2020-08-31 04:41:04,21.85,C2276,United Kingdom,21.85
INV100389,USB873,Usb Flash Drive,2,2023-02-16 13:18:40,13.32,C2627,Germany,26.64
INV100390,PHONEC141,Phone Charger,1,2022-04-02 18:12:26,4.3,C2233,United Kingdom,4.3
INV100391,USB567,Usb Flash Drive,1,2022-08-28 18:54:29,16.48,C1280,Canada,16.48
INV100392,PHONEC727,Phone Charger,1,2020-10-13 11:56:27,3.76,C2829,United Kingdom,3.76
INV100393,LAMP444,Desk Lamp,1,2021-09-04 21:37:00,32.26,C1804,United Kingdom,32.26
INV100394,PHONEC406,Phone Charger,3,2022-09-30 20:29:43,10.04,C2043,Spain,30.119999999999997
INV100395,USB526,Usb Flash Drive,4,2021-11-09 03:59:26,32.37,C1034,Australia,129.48
INV100396,PEN371,"Pen, Blue Ink",1,2023-05-07 17:16:45,22.47,C2631,United Kingdom,22.47
INV100397,LAMP838,Desk Lamp,2,2023-03-28 08:17:04,40.44,C2603,United Kingdom,80.88
INV100398,MUG838,Coffee Mug,1,2022-12-09 22:54:07,22.38,C1983,United Kingdom,22.38
INV100399,BOOK132,Technical Book,3,2020-10-29 08:49:05,24.78,C2722,United Kingdom,74.34
INV100400,NOTE551,Notebook A4,5,2021-01-25 00:41:22,34.14,C2434,United Kingdom,170.7
INV100401,BOOK520,Technical Book,2,2023-11-15 07:25:24,43.09,C1310,United Kingdom,86.18
INV100402,HEADPH631,Headphones,1,2020-05-07 05:01:38,5.59,C2252,United Kingdom,5.59
INV100403,HEADPH421,Headphones,3,2022-12-12 13:43:11,15.11,C1665,United Kingdom,45.33
INV100404,PHONEC462,Phone Charger,2,2021-12-02 19:53:21,4.57,C1941,Germany,9.14
INV100405,TSHIRT296,Company T-Shirt,3,2023-06-03 17:37:42,25.48,C2776,Netherlands,76.44
INV100406,PHONEC404,Phone Charger,4,2021-09-03 08:11:13,6.77,C1571,USA,27.08
INV100407,BAG424,Reusable Bag,4,2023-11-14 17:48:14,47.21,C2443,United Kingdom,188.84
INV100408,TSHIRT687,Company T-Shirt,2,2021-08-12 04:26:14,13.07,C2147,Spain,26.14
INV100409,BOOK397,Technical Book,2,2021-12-07 05:19:58,5.15,C1777,Belgium,10.3
INV100410,NOTE771,Notebook A4,2,2021-12-10 16:06:23,9.68,C2956,Spain,19.36
INV100411,BAG377,Reusable Bag,2,2021-02-17 19:36:32,19.97,C1981,USA,39.94
INV100412,TSHIRT730,Company T-Shirt,1,2020-10-08 03:58:36,34.67,C2425,Australia,34.67
INV100413,BAG331,Reusable Bag,4,2020-04-13 19:20:04,22.59,C1490,France,90.36
INV100414,NOTE834,Notebook A4,3,2022-04-26 12:01:32,28.0,C1107,USA,84.0
INV100415,MUG261,Coffee Mug,1,2020-01-11 20:02:15,28.6,C2395,USA,28.6
INV100416,HEADPH304,Headphones,2,2022-09-04 23:41:07,23.23,C2914,United Kingdom,46.46
INV100417,USB160,Usb Flash Drive,1,2021-08-07 23:30:59,10.81,C1588,United Kingdom,10.81
INV100418,LAMP856,Desk Lamp,2,2021-04-20 19:29:03,24.87,C1183,Canada,49.74
INV100419,PEN957,"Pen, Blue Ink",4,2020-12-24 15:12:53,2.37,C2918,United Kingdom,9.48
INV100420,PEN290,"Pen, Blue Ink",3,2022-03-24 18:02:10,22.94,C2883,USA,68.82000000000001
INV100421,TSHIRT405,Company T-Shirt,1,2020-03-17 00:20:14,16.48,C2970,United Kingdom,16.48
INV100422,USB756,Usb Flash Drive,2,2021-08-05 16:32:32,37.24,C1219,USA,74.48
INV100423,MUG379,Coffee Mug,3,2022-10-29 17:02:24,13.93,C2011,Australia,41.79
INV100424,USB763,Usb Flash Drive,2,2020-11-28 16:42:30,19.98,C1230,USA,39.96
INV100425,PEN681,"Pen, Blue Ink",2,2021-11-21 10:44:29,8.23,C1381,Netherlands,16.46
INV100426,MUG515,Coffee Mug,3,2023-06-05 23:15:19,9.05,C1395,Australia,27.150000000000002
INV100427,USB785,Usb Flash Drive,1,2020-06-26 14:35:38,15.17,C2055,United Kingdom,15.17
INV100428,HEADPH106,Headphones,3,2021-10-24 09:01:52,18.32,C1287,Germany,54.96
INV100429,HEADPH409,Headphones,1,2021-06-30 12:00:04,11.13,C1482,France,11.13
INV100430,PEN468,"Pen, Blue Ink",3,2021-06-19 23:47:59,6.56,C2173,United Kingdom,19.68
INV100431,NOTE263,Notebook A4,3,2022-08-11 11:10:13,17.9,C1127,Canada,53.699999999999996
INV100432,TSHIRT754,Company T-Shirt,2,2023-11-14 04:16:29,27.05,C2029,USA,54.1
INV100433,USB324,Usb Flash Drive,2,2023-06-12 08:02:27,27.41,C1604,United Kingdom,54.82
INV100434,MUG482,Coffee Mug,1,2022-07-20 22:03:15,4.96,C1979,Germany,4.96
INV100435,HEADPH880,Headphones,2,2023-01-05 07:57:07,7.8,C2124,Spain,15.6
INV100436,LAMP557,Desk Lamp,1,2020-06-16 19:07:59,25.76,C2545,France,25.76
INV100437,NOTE163,Notebook A4,1,2023-03-01 04:05:07,16.01,C1740,France,16.01
INV100438,PHONEC649,Phone Charger,1,2021-02-18 20:51:05,23.3,C2849,Spain,23.3
INV100439,PHONEC796,Phone Charger,1,2022-06-23 04:13:55,36.27,C1671,Canada,36.27
INV100440,HEADPH556,Headphones,4,2020-07-05 18:34:55,24.38,C2194,United Kingdom,97.52
INV100441,MUG567,Coffee Mug,3,2022-11-17 15:07:30,31.39,C1928,Spain,94.17
INV100442,HEADPH840,Headphones,4,2023-10-09 11:13:12,23.28,C2144,United Kingdom,93.12
INV100443,PEN174,"Pen, Blue Ink",3,2021-03-22 21:03:20,39.82,C1521,United Kingdom,119.46000000000001
INV100444,NOTE170,Notebook A4,2,2023-01-13 02:11:37,10.27,C1705,Australia,20.54
INV100445,PEN284,"Pen, Blue Ink",2,2021-08-10 14:53:11,23.15,C1966,Belgium,46.3
INV100446,BOOK559,Technical Book,1,2022-02-05 13:55:32,43.61,C2568,Spain,43.61
INV100447,BOOK799,Technical Book,4,2022-02-08 02:55:18,10.62,C2857,France,42.48
INV100448,PHONEC980,Phone Charger,3,2020-09-29 23:47:40,45.74,C2791,Belgium,137.22
INV100449,PHONEC230,Phone Charger,1,2022-03-15 19:15:16,37.06,C1365,United Kingdom,37.06
INV100450,PEN574,"Pen, Blue Ink",2,2020-02-16 10:51:47,10.27,C1456,United Kingdom,20.54
INV100451,BOOK943,Technical Book,2,2022-12-25 13:48:32,5.57,C2115,Germany,11.14
INV100452,USB293,Usb Flash Drive,1,2020-11-13 10:02:09,26.83,C1943,USA,26.83
INV100453,NOTE729,Notebook A4,1,2020-03-06 15:15:50,24.77,C2484,United Kingdom,24.77
INV100454,PEN168,"Pen, Blue Ink",1,2021-05-07 07:30:11,4.01,C2809,United Kingdom,4.01
INV100455,HEADPH350,Headphones,1,2023-05-09 01:46:20,26.17,C1068,United Kingdom,26.17
INV100456,HEADPH322,Headphones,2,2021-04-24 19:39:07,28.37,C1823,United Kingdom,56.74
INV100457,PEN396,"Pen, Blue Ink",2,2020-10-13 18:20:46,15.63,C2589,Belgium,31.26
INV100458,LAMP712,Desk Lamp,1,2021-10-15 21:01:30,9.64,C2876,Germany,9.64
INV100459,USB997,Usb Flash Drive,1,2021-04-30 10:59:12,40.77,C2676,United Kingdom,40.77
INV100460,PHONEC407,Phone Charger,1,2021-03-28 15:03:26,10.85,C2352,United Kingdom,10.85
INV100461,LAMP795,Desk Lamp,1,2020-12-24 22:47:30,36.07,C2140,USA,36.07
INV100462,PEN787,"Pen, Blue Ink",3,2021-12-06 23:25:20,35.27,C2015,Canada,105.81
INV100463,USB518,Usb Flash Drive,2,2023-11-27 15:09:28,5.68,C2074,Australia,11.36
INV100464,MUG346,Coffee Mug,1,2023-01-06 17:14:25,39.15,C1770,United Kingdom,39.15
INV100465,MUG675,Coffee Mug,2,2022-08-06 02:05:52,16.96,C1615,Canada,33.92
INV100466,PHONEC497,Phone Charger,2,2022-12-21 04:52:55,10.78,C1853,Canada,21.56
INV100467,USB560,Usb Flash Drive,1,2023-08-17 02:52:43,11.85,C1416,United Kingdom,11.85
INV100468,PHONEC374,Phone Charger,2,2021-01-25 01:52:35,24.6,C1189,United Kingdom,49.2
INV100469,LAMP292,Desk Lamp,1,2020-03-21 02:38:59,15.38,C2238,Australia,15.38
INV100470,PHONEC313,Phone Charger,1,2021-03-20 17:27:15,40.93,C2203,United Kingdom,40.93
INV100471,TSHIRT294,Company T-Shirt,1,2020-02-01 07:42:42,25.7,C1681,United Kingdom,25.7
INV100472,HEADPH820,Headphones,1,2021-05-11 22:00:20,3.68,C1240,Australia,3.68
INV100473,BAG894,Reusable Bag,1,2023-02-04 11:42:34,7.28,C2874,Belgium,7.28
INV100474,PHONEC415,Phone Charger,1,2023-08-21 13:04:48,44.52,C1954,United Kingdom,44.52
INV100475,HEADPH922,Headphones,1,2022-08-12 03:35:24,8.11,C2050,Canada,8.11
INV100476,USB420,Usb Flash Drive,3,2021-02-20 13:29:49,13.96,C1961,Spain,41.88
INV100477,BAG367,Reusable Bag,2,2020-10-25 00:35:25,2.42,C2152,Netherlands,4.84
INV100478,LAMP256,Desk Lamp,3,2022-05-05 10:44:51,9.3,C2196,Australia,27.900000000000002
INV100479,BOOK611,Technical Book,2,2023-03-12 08:56:48,40.96,C1471,Australia,81.92
INV100480,USB840,Usb Flash Drive,4,2021-06-11 17:47:24,34.39,C2932,Germany,137.56
INV100481,HEADPH273,Headphones,2,2020-12-10 12:49:20,48.44,C2004,USA,96.88
INV100482,HEADPH757,Headphones,2,2021-01-11 19:44:18,31.69,C2119,United Kingdom,63.38
INV100483,PEN882,"Pen, Blue Ink",-3,2020-06-01 01:45:58,9.25,C2073,United Kingdom,-27.75
INV100484,BAG109,Reusable Bag,3,2020-05-19 05:29:55,6.72,C1281,United Kingdom,20.16
INV100485,USB753,Usb Flash Drive,3,2020-05-03 22:29:40,10.85,C1933,France,32.55
INV100486,HEADPH116,Headphones,-1,2023-09-12 17:45:44,14.2,C2262,United Kingdom,-14.2
INV100487,BOOK642,Technical Book,4,2020-01-25 00:36:32,34.42,C2129,United Kingdom,137.68
INV100488,TSHIRT932,Company T-Shirt,1,2020-02-05 18:17:06,9.97,C2097,United Kingdom,9.97
INV100489,MUG636,Coffee Mug,2,2020-08-07 03:30:24,31.82,C1881,Netherlands,63.64
INV100490,LAMP934,Desk Lamp,2,2022-12-14 09:11:24,25.26,C1393,USA,50.52
INV100491,BOOK515,Technical Book,1,2020-06-10 13:34:56,6.18,C2628,United Kingdom,6.18
INV100492,BAG769,Reusable Bag,2,2021-09-06 02:56:06,17.86,C1498,Australia,35.72
INV100493,PEN488,"Pen, Blue Ink",1,2020-07-10 14:45:20,29.0,C2330,Germany,29.0
INV100494,PEN819,"Pen, Blue Ink",1,2023-07-28 00:20:38,4.94,C1974,United Kingdom,4.94
INV100495,BOOK679,Technical Book,1,2023-08-13 12:03:40,49.67,C2023,Australia,49.67
INV100496,NOTE335,Notebook A4,3,2022-12-17 01:32:57,23.77,C2994,USA,71.31
INV100497,LAMP147,Desk Lamp,2,2022-08-31 09:52:12,35.07,C2777,United Kingdom,70.14
INV100498,TSHIRT773,Company T-Shirt,1,2023-01-17 20:31:00,6.03,C2401,United Kingdom,6.03
INV100499,USB701,Usb Flash Drive,2,2020-02-02 07:32:32,36.88,C2902,USA,73.76
INV100500,BOOK266,Technical Book,2,2020-06-06 10:53:46,30.05,C2680,United Kingdom,60.1
INV100501,BOOK439,Technical Book,4,2023-10-18 19:40:52,25.47,C2160,USA,101.88
INV100502,MUG612,Coffee Mug,1,2023-11-12 02:51:19,7.78,C2514,United Kingdom,7.78
INV100503,PEN337,"Pen, Blue Ink",3,2020-07-19 15:54:50,10.32,C1708,United Kingdom,30.96
INV100504,LAMP506,Desk Lamp,3,2023-06-11 21:41:07,7.83,C1697,Germany,23.490000000000002
INV100505,PEN902,"Pen, Blue Ink",1,2023-07-22 09:57:05,15.33,C1668,United Kingdom,15.33
INV100506,BAG484,Reusable Bag,3,2021-12-29 20:08:07,44.03,C2004,USA,132.09
INV100507,LAMP187,Desk Lamp,1,2023-09-15 13:50:16,11.15,C2392,United Kingdom,11.15
INV100508,BAG184,Reusable Bag,1,2023-12-31 02:40:34,7.26,C1604,United Kingdom,7.26
INV100509,MUG469,Coffee Mug,1,2022-03-08 11:31:47,41.33,C1778,Belgium,41.33
INV100510,TSHIRT879,Company T-Shirt,4,2022-06-29 13:06:15,22.49,C1010,United Kingdom,89.96
INV100511,NOTE559,Notebook A4,2,2021-01-18 15:41:29,8.37,C1271,USA,16.74
INV100512,BOOK191,Technical Book,1,2020-07-30 00:57:22,11.58,C2049,United Kingdom,11.58
INV100513,LAMP984,Desk Lamp,2,2023-05-09 11:48:43,16.68,C1190,United Kingdom,33.36
INV100514,BOOK842,Technical Book,5,2022-03-05 03:05:01,8.73,C1597,United Kingdom,43.650000000000006
INV100515,BAG273,Reusable Bag,3,2023-03-17 18:58:22,5.49,C2853,USA,16.47
INV100516,MUG374,Coffee Mug,1,2021-07-04 10:57:49,46.98,C1347,United Kingdom,46.98
INV100517,MUG531,Coffee Mug,5,2022-06-09 10:02:50,31.54,C1129,France,157.7
INV100518,NOTE352,Notebook A4,1,2022-01-09 09:09:50,14.11,C2602,United Kingdom,14.11
INV100519,LAMP568,Desk Lamp,2,2023-06-16 07:07:10,7.07,C2015,Canada,14.14
INV100520,PEN961,"Pen, Blue Ink",1,2022-03-21 12:05:44,59.32,C1623,France,59.32
INV100521,USB540,Usb Flash Drive,1,2022-06-20 12:11:14,11.37,C2646,United Kingdom,11.37
INV100522,LAMP428,Desk Lamp,1,2020-10-05 10:56:18,23.94,C2760,France,23.94
INV100523,BAG281,Reusable Bag,1,2022-09-08 11:26:20,7.44,C2423,United Kingdom,7.44
INV100524,USB602,Usb Flash Drive,2,2021-08-19 23:02:35,50.56,C2983,France,101.12
INV100525,BAG387,Reusable Bag,1,2021-10-29 13:41:30,20.71,C2601,United Kingdom,20.71
INV100526,USB304,Usb Flash Drive,5,2020-08-21 20:31:45,13.21,C1804,United Kingdom,66.05000000000001
INV100527,MUG127,Coffee Mug,1,2023-10-28 20:01:42,53.46,C2117,Canada,53.46
INV100528,BAG951,Reusable Bag,3,2022-06-16 10:36:25,15.39,C1945,United Kingdom,46.17
INV100529,BOOK242,Technical Book,3,2023-10-10 18:10:44,18.67,C2677,United Kingdom,56.010000000000005
INV100530,TSHIRT832,Company T-Shirt,3,2023-09-10 05:36:43,24.27,C1495,United Kingdom,72.81
INV100531,NOTE590,Notebook A4,2,2022-07-08 21:46:12,6.32,C1772,United Kingdom,12.64
INV100532,PHONEC656,Phone Charger,2,2023-11-17 15:13:47,11.97,C2094,United Kingdom,23.94
INV100533,USB708,Usb Flash Drive,1,2023-12-07 19:32:53,10.71,C2983,France,10.71
INV100534,NOTE780,Notebook A4,3,2021-05-23 23:56:33,50.89,C1174,Spain,152.67000000000002
INV100535,LAMP760,Desk Lamp,1,2020-03-31 20:30:22,9.31,C2325,United Kingdom,9.31
INV100536,USB110,Usb Flash Drive,4,2022-05-31 03:51:26,57.67,C1818,United Kingdom,230.68
